31625,38.881185,-77.001828,31400,38.936043,-77.024649,2
31248,38.888767,-77.02858,31625,38.881185,-77.001828,14
31401,38.9375,-77.0328,31617,38.900413,-76.982872,2
31404,38.9418,-77.0251,31103,38.926088,-77.036536,55
31036,38.87887,-77.1207,31028,38.893241,-77.086045,3
31602,38.9308,-77.0315,31606,38.8803,-76.9862,6
31501,38.933668,-76.991016,31708,38.896544,-76.96012,10
31247,38.888553,-77.032429,31206,38.8952,-77.0436,48
31227,38.900283,-77.029822,31501,38.933668,-76.991016,3
31601,38.8896,-76.9769,31108,38.8767,-77.0178,7
31623,38.89696,-77.00493,31227,38.900283,-77.029822,114
31201,38.90985,-77.034438,31402,38.947774,-77.032818,32
31802,38.867373,-76.988039,31218,38.886266,-77.022241,3
31612,38.894758,-76.997114,31603,38.9057,-77.0056,103
31201,38.90985,-77.034438,31230,38.898364,-77.027869,351
31402,38.947774,-77.032818,31223,38.90572,-77.022264,9
31215,38.902221,-77.059219,31232,38.897324,-77.022322,59
31302,38.934751,-77.074647,31306,38.922649,-77.077271,25
31022,38.88786,-77.094875,31238,38.898069,-77.031823,6
31215,38.902221,-77.059219,31223,38.90572,-77.022264,40
31245,38.912719,-77.022155,31503,38.9126,-77.0135,430
31625,38.881185,-77.001828,31232,38.897324,-77.022322,101
31105,38.9268,-77.0322,31201,38.90985,-77.034438,359
31018,38.892164,-77.079375,31201,38.90985,-77.034438,9
31233,38.902061,-77.038322,31237,38.903827,-77.053485,111
31106,38.9236,-77.0501,31202,38.912682,-77.031681,69
31024,38.882788,-77.103148,31215,38.902221,-77.059219,15
31006,38.8637,-77.0633,31200,38.9101,-77.0444,3
31018,38.892164,-77.079375,31603,38.9057,-77.0056,2
31233,38.902061,-77.038322,31226,38.916442,-77.0682,11
31506,38.915417,-77.012289,31621,38.895344,-77.016106,41
31203,38.9086,-77.0323,31625,38.881185,-77.001828,19
31402,38.947774,-77.032818,31232,38.897324,-77.022322,5
31500,38.919488,-77.000624,31232,38.897324,-77.022322,96
31603,38.9057,-77.0056,31103,38.926088,-77.036536,11
31021,38.8881,-77.09308,31113,38.920669,-77.04368,1
31202,38.912682,-77.031681,31248,38.888767,-77.02858,27
31610,38.886952,-76.996806,31612,38.894758,-76.997114,207
31249,38.879819,-77.037413,31628,38.87861,-77.006004,16
31102,38.929464,-77.027822,31212,38.9054,-77.0471,165
31030,38.89593,-77.089006,31015,38.8946,-77.072305,17
31013,38.853613,-77.053535,31600,38.90304,-77.019027,2
31244,38.88412,-77.017445,31607,38.884,-76.9861,21
31611,38.9003,-76.9882,31251,38.903819,-77.0284,1
31624,38.897446,-77.009888,31213,38.90276,-77.03863,89
31253,38.902204,-77.04337,31014,38.897315,-77.070993,1
31214,38.9121,-77.0387,31212,38.9054,-77.0471,464
31200,38.9101,-77.0444,31505,38.910972,-77.00495,41
31107,38.9319,-77.0388,31225,38.90375,-77.06269,49
31204,38.8963,-77.045,31202,38.912682,-77.031681,41
31208,38.8763,-77.0037,31216,38.899641,-77.032005,5
31109,38.9155,-77.0222,31223,38.90572,-77.022264,184
31219,38.893028,-77.026013,31607,38.884,-76.9861,24
31101,38.9176,-77.0321,31102,38.929464,-77.027822,221
31201,38.90985,-77.034438,31115,38.928156,-77.02344,40
31301,38.938736,-77.087171,31605,38.8851,-77.0023,1
31248,38.888767,-77.02858,31031,38.89054,-77.08095,5
31111,38.9172,-77.0259,31229,38.91554,-77.03818,623
31103,38.926088,-77.036536,31208,38.8763,-77.0037,4
31225,38.90375,-77.06269,31243,38.887299,-77.018939,59
31024,38.882788,-77.103148,31302,38.934751,-77.074647,1
31230,38.898364,-77.027869,31016,38.893648,-77.076701,1
31614,38.899983,-76.991383,31248,38.888767,-77.02858,14
31600,38.90304,-77.019027,31214,38.9121,-77.0387,147
31002,38.8564,-77.0492,31011,38.8533,-77.0498,68
31608,38.8792,-76.9953,31605,38.8851,-77.0023,115
31236,38.90774,-77.071652,31232,38.897324,-77.022322,30
31602,38.9308,-77.0315,31241,38.9059,-77.0325,114
31037,38.881044,-77.111768,31037,38.881044,-77.111768,105
31206,38.8952,-77.0436,31106,38.9236,-77.0501,11
31225,38.90375,-77.06269,31304,38.922581,-77.070334,17
31612,38.894758,-76.997114,31115,38.928156,-77.02344,1
31605,38.8851,-77.0023,31232,38.897324,-77.022322,128
31504,38.932514,-76.992889,31107,38.9319,-77.0388,11
31500,38.919488,-77.000624,31237,38.903827,-77.053485,2
31600,38.90304,-77.019027,31604,38.9003,-77.016,258
31110,38.9154,-77.0446,31502,38.9346,-76.9955,2
31200,38.9101,-77.0444,31101,38.9176,-77.0321,1072
31600,38.90304,-77.019027,31002,38.8564,-77.0492,1
31301,38.938736,-77.087171,31304,38.922581,-77.070334,41
31203,38.9086,-77.0323,31201,38.90985,-77.034438,68
31502,38.9346,-76.9955,31208,38.8763,-77.0037,1
31016,38.893648,-77.076701,31232,38.897324,-77.022322,2
31605,38.8851,-77.0023,31805,38.873057,-76.971015,5
31246,38.905126,-77.056887,31229,38.91554,-77.03818,196
31100,38.9003,-77.0429,31253,38.902204,-77.04337,1
31625,38.881185,-77.001828,31209,38.8743,-77.0057,38
31611,38.9003,-76.9882,31404,38.9418,-77.0251,2
31205,38.9008,-77.047,31304,38.922581,-77.070334,12
31302,38.934751,-77.074647,31404,38.9418,-77.0251,3
31100,38.9003,-77.0429,31007,38.8573,-77.0511,1
31001,38.862179,-77.059986,31217,38.887237,-77.028226,10
31201,38.90985,-77.034438,31021,38.8881,-77.09308,2
31302,38.934751,-77.074647,31228,38.8997,-77.023086,26
31205,38.9008,-77.047,31602,38.9308,-77.0315,96
31203,38.9086,-77.0323,31600,38.90304,-77.019027,196
31307,38.930282,-77.055599,31014,38.897315,-77.070993,13
31215,38.902221,-77.059219,31615,38.900384,-76.99831,13
31027,38.896015,-77.078107,31028,38.893241,-77.086045,2
31247,38.888553,-77.032429,31401,38.9375,-77.0328,4
31611,38.9003,-76.9882,31216,38.899641,-77.032005,8
31231,38.894514,-77.031617,31017,38.891696,-77.0846,3
31616,38.900017,-77.001967,31622,38.894832,-76.987633,107
31400,38.936043,-77.024649,31224,38.903407,-77.043648,39
31020,38.8904,-77.0889,31031,38.89054,-77.08095,9
31223,38.90572,-77.022264,31500,38.919488,-77.000624,6
31625,38.881185,-77.001828,31212,38.9054,-77.0471,5
31243,38.887299,-77.018939,31000,38.8561,-77.0512,1
31240,38.88412,-77.04657,31234,38.908905,-77.04478,36
31607,38.884,-76.9861,31212,38.9054,-77.0471,6
31247,38.888553,-77.032429,31112,38.927872,-77.043358,3
31016,38.893648,-77.076701,31004,38.8573,-77.0574,2
31103,38.926088,-77.036536,31623,38.89696,-77.00493,76
31002,38.8564,-77.0492,31018,38.892164,-77.079375,2
31232,38.897324,-77.022322,31611,38.9003,-76.9882,63
31228,38.8997,-77.023086,31233,38.902061,-77.038322,109
31701,38.8692,-76.9599,31108,38.8767,-77.0178,1
31033,38.8815,-77.10396,31220,38.894919,-77.046587,2
31605,38.8851,-77.0023,31603,38.9057,-77.0056,92
31101,38.9176,-77.0321,31506,38.915417,-77.012289,127
31106,38.9236,-77.0501,31607,38.884,-76.9861,1
31214,38.9121,-77.0387,31614,38.899983,-76.991383,16
31029,38.896923,-77.086502,31244,38.88412,-77.017445,14
31231,38.894514,-77.031617,31216,38.899641,-77.032005,48
31107,38.9319,-77.0388,31237,38.903827,-77.053485,52
31101,38.9176,-77.0321,31253,38.902204,-77.04337,1
31235,38.8923,-77.0436,31622,38.894832,-76.987633,12
31621,38.895344,-77.016106,31106,38.9236,-77.0501,3
31110,38.9154,-77.0446,31604,38.9003,-77.016,71
31115,38.928156,-77.02344,31624,38.897446,-77.009888,86
31112,38.927872,-77.043358,31248,38.888767,-77.02858,8
31706,38.86559,-76.952103,31613,38.884,-76.995397,5
31243,38.887299,-77.018939,31217,38.887237,-77.028226,311
31227,38.900283,-77.029822,31245,38.912719,-77.022155,81
31251,38.903819,-77.0284,31612,38.894758,-76.997114,1
31220,38.894919,-77.046587,31002,38.8564,-77.0492,14
31014,38.897315,-77.070993,31213,38.90276,-77.03863,20
31022,38.88786,-77.094875,31220,38.894919,-77.046587,21
31229,38.91554,-77.03818,31102,38.929464,-77.027822,136
31305,38.934267,-77.057979,31104,38.922925,-77.042581,263
31213,38.90276,-77.03863,31604,38.9003,-77.016,107
31225,38.90375,-77.06269,31604,38.9003,-77.016,37
31237,38.903827,-77.053485,31617,38.900413,-76.982872,14
31626,38.88732,-76.983569,31109,38.9155,-77.0222,3
31003,38.860244,-77.050276,31249,38.879819,-77.037413,23
31305,38.934267,-77.057979,31247,38.888553,-77.032429,19
31213,38.90276,-77.03863,31626,38.88732,-76.983569,30
31801,38.8624,-76.9949,31503,38.9126,-77.0135,3
31107,38.9319,-77.0388,31202,38.912682,-77.031681,114
31016,38.893648,-77.076701,31217,38.887237,-77.028226,4
31234,38.908905,-77.04478,31612,38.894758,-76.997114,3
31029,38.896923,-77.086502,31027,38.896015,-77.078107,6
31240,38.88412,-77.04657,31205,38.9008,-77.047,133
31202,38.912682,-77.031681,31306,38.922649,-77.077271,3
31008,38.8629,-77.0528,31010,38.8426,-77.0502,18
31105,38.9268,-77.0322,31101,38.9176,-77.0321,650
31503,38.9126,-77.0135,31624,38.897446,-77.009888,256
31228,38.8997,-77.023086,31245,38.912719,-77.022155,171
31500,38.919488,-77.000624,31206,38.8952,-77.0436,9
31300,38.944551,-77.063896,31618,38.889955,-77.000349,2
31215,38.902221,-77.059219,31626,38.88732,-76.983569,5
31031,38.89054,-77.08095,31026,38.884734,-77.093485,3
31221,38.904742,-77.041606,31301,38.938736,-77.087171,3
31221,38.904742,-77.041606,31612,38.894758,-76.997114,12
31614,38.899983,-76.991383,31212,38.9054,-77.0471,12
31625,38.881185,-77.001828,31219,38.893028,-77.026013,81
31014,38.897315,-77.070993,31232,38.897324,-77.022322,23
31628,38.87861,-77.006004,31015,38.8946,-77.072305,10
31305,38.934267,-77.057979,31250,38.903584,-77.044789,1
31224,38.903407,-77.043648,31016,38.893648,-77.076701,3
31303,38.947607,-77.079382,31404,38.9418,-77.0251,7
31217,38.887237,-77.028226,31247,38.888553,-77.032429,177
31404,38.9418,-77.0251,31230,38.898364,-77.027869,46
31020,38.8904,-77.0889,31010,38.8426,-77.0502,2
31223,38.90572,-77.022264,31016,38.893648,-77.076701,4
31503,38.9126,-77.0135,31007,38.8573,-77.0511,1
31610,38.886952,-76.996806,31236,38.90774,-77.071652,3
31100,38.9003,-77.0429,31248,38.888767,-77.02858,11
31602,38.9308,-77.0315,31203,38.9086,-77.0323,210
31201,38.90985,-77.034438,31614,38.899983,-76.991383,73
31608,38.8792,-76.9953,31622,38.894832,-76.987633,46
31241,38.9059,-77.0325,31007,38.8573,-77.0511,3
31248,38.888767,-77.02858,31105,38.9268,-77.0322,2
